,index,id,amount_tsh,date_recorded,funder,gps_height,installer,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,latitude,longitude
72,2088,46372,0.0,2011-08-08,Government Of Tanzania,0,Government,Ccm,0,Lake Victoria,Busengwa,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
73,2089,38520,0.0,2013-02-21,Wvt,0,WVT,Dodoma,0,Lake Victoria,Mwamaswa,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
74,2159,37551,0.0,2013-02-01,Dwsp,0,DWE,Kazi,0,Lake Victoria,Nyanya,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
75,2230,15,0.0,2012-11-06,Hesawa,0,DWE,Kwamazoa,0,Lake Victoria,Madukani,Mwanza,19,2,Magu,Igalukilo,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
76,2234,65706,0.0,2012-10-26,Hesawa,0,DWE,Mtoni,0,Lake Victoria,Mwamalole,Mwanza,19,2,Magu,Kalemela,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
77,2262,16162,0.0,2011-08-11,Jica,0,JICA,Mwingiro Secondary,0,Lake Tanganyika,Nduha,Mwanza,19,6,Geita,Mwingiro,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
78,2279,71677,0.0,2013-01-21,Dwsp,0,DWE,Mkuyuni,0,Lake Victoria,Ming'Ongwa,Shinyanga,17,1,Bariadi,Zagayu,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,other,other,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
79,2324,56791,0.0,2011-08-15,Jica,0,JICA,Moshi,0,Lake Tanganyika,Mwendapole,Mwanza,19,6,Geita,Bukoli,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
80,2369,2566,0.0,2011-08-05,Dwsp,0,DWE,Nyanhanga,0,Lake Victoria,Bunamhala B,Shinyanga,17,1,Bariadi,Bunamhala,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
81,2390,37066,0.0,2012-10-26,Unicef,0,Maswi company,Kwa Masanja,0,Lake Victoria,Mwamayombo,Mwanza,19,2,Magu,Kabita,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
82,2422,58343,0.0,2013-01-18,Wvt,0,WVT,Shule Ya Msingi Mwamigagani,0,Lake Victoria,Mwalushu B,Shinyanga,17,1,Bariadi,Nkoma,0,True,GeoData Consultants Ltd,Parastatal,,False,0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,-2.6726957000000002,34.435503984842775
83,2424,57857,0.0,2013-02-21,Rwssp,0,DWE,Chemichemi,0,Lake Victoria,Nyang'Ombe,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
84,2446,34398,0.0,2011-08-09,Jica,0,JICA,Ngeleja,0,Lake Victoria,Misungwida,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
85,2497,7045,0.0,2013-01-25,Dwsp,0,DWE,Umoja,0,Lake Victoria,Sagida,Shinyanga,17,1,Bariadi,Nkoma,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
86,2561,28210,0.0,2013-01-29,Wsdp & Sdg,0,DWE,Baruasa,0,Lake Victoria,Budeka,Shinyanga,17,1,Bariadi,Bunamhala,0,False,GeoData Consultants Ltd,Water authority,,False,0,other,other,other,water authority,commercial,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
87,2564,65188,0.0,2013-02-16,Dwsp,0,DWE,Mapinduzi,0,Lake Victoria,Nyamatala,Shinyanga,17,1,Bariadi,Mhango,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
88,2634,26938,0.0,2011-08-22,Government Of Tanzania,0,DWE,Mahakamani,0,Lake Victoria,K/Center,Mwanza,19,6,Geita,Katoro,0,True,GeoData Consultants Ltd,VWC,Katoro,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
89,2675,49170,0.0,2013-01-18,Dwsp,0,DWE,Mwabalui,0,Lake Victoria,Kisesa,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
90,2700,30272,0.0,2013-02-05,Rwssp,0,DWE,Bukariga,0,Lake Victoria,Mwandulu,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
91,2804,35785,0.0,2011-08-01,Hesawa,0,Hesawa,Nyang'Hwale Secondary,0,Lake Victoria,Nyang'Hulukulu,Mwanza,19,6,Geita,Nyang'hwale,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,-2.3260779,31.858254294902203
92,2809,60730,0.0,2011-08-17,Hesawa,0,DWE,Msafiri,0,Lake Tanganyika,Busanda,Mwanza,19,6,Geita,Busanda,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
93,2810,50649,0.0,2013-02-14,Rwsso,0,DWE,Mkuyuni,0,Lake Victoria,Bupandagila Kati,Shinyanga,17,1,Bariadi,Somanda,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
94,2877,71734,0.0,2013-01-18,Dwsp,0,DWE,Mkombozi,0,Lake Victoria,Sululu,Shinyanga,17,1,Bariadi,Zagayu,0,False,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,other,other,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
95,2884,41687,0.0,2011-07-29,Plan International,0,Plan Internationa,Center,0,Lake Victoria,Elimu,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,Mshinde,True,0,afridev,afridev,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
96,2902,65395,0.0,2013-02-11,Dwsp,0,DWE,Jamii,0,Lake Victoria,Majengo,Shinyanga,17,1,Bariadi,Nyakabindi,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
97,2932,73796,0.0,2011-08-25,Hesawa,0,DWE,Bombani,0,Lake Victoria,Nyafuba,Mwanza,19,6,Geita,Chigunga,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
98,2935,23698,0.0,2013-01-22,World Vision,0,World Vision,Miembeni,0,Lake Victoria,Kidula,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
99,2953,54558,0.0,2013-01-23,Dwsp,0,DWE,Jalala,0,Lake Victoria,Nkindwabiye B,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
100,2958,22868,0.0,2013-01-29,Tasaf,0,DWE,Magunano,0,Lake Victoria,Mwangalanga,Shinyanga,17,1,Bariadi,Lagangabilili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
101,3009,61453,0.0,2012-10-25,Lwi,0,LWI,Mkwajuni,0,Lake Victoria,Ngara Shuleni,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
102,3127,59075,0.0,2011-08-08,Private Individual,0,MASWI,Kituo Cha Afya,0,Lake Victoria,Bupamba,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
103,3179,17226,0.0,2013-01-20,Dwsp,0,DWE,Mkombozi,0,Lake Victoria,Mwasiabo,Shinyanga,17,1,Bariadi,Mwamapalala,0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
104,3224,12596,0.0,2013-02-10,Dwsp,0,DWE,Mama Huruma,0,Lake Victoria,Mwamalwilo,Shinyanga,17,1,Bariadi,Ikungulyabashashi,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,unknown,unknown,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
105,3268,47047,0.0,2011-08-15,Hesawa,0,DWE,Hamis Mussa,0,Lake Tanganyika,Mtakuja,Mwanza,19,6,Geita,Kamena,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,other,other,-2.3260779,31.858254294902203
106,3295,29494,0.0,2013-01-19,Dwsp,0,DWE,Simba,0,Lake Victoria,Mbugani,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
107,3307,6391,0.0,2013-02-20,Rwssp,0,DWE,Igololabashigani,0,Lake Victoria,Milinje,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
108,3344,25784,0.0,2011-07-20,Jica,0,JICA,Tito,0,Lake Victoria,K/Center,Mwanza,19,6,Geita,Kagu,0,True,GeoData Consultants Ltd,VWC,Kasota,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
109,3400,40687,0.0,2012-12-11,Government Of Tanzania,0,RWE,School,0,Lake Victoria,Malili,Mwanza,19,2,Magu,Malili,0,True,GeoData Consultants Ltd,VWC,Ngasamo Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,-17.8092173,-63.3387606
110,3415,35151,0.0,2013-02-16,Wsdp,0,DWE,Njia Panda,0,Lake Victoria,Igoma,Shinyanga,17,1,Bariadi,Mhango,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
111,3428,16570,0.0,2013-02-04,Dwssp,0,DWE,Mkombozi,0,Lake Victoria,Tala,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
112,3468,45164,0.0,2013-01-30,Tasaf,0,DWE,Uwezo,0,Lake Victoria,Itirima,Shinyanga,17,1,Bariadi,Lagangabilili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
113,3500,25559,0.0,2013-01-31,Rwssp,0,DWE,Majimoto,0,Lake Victoria,Mwanyitanga,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
114,3622,63030,0.0,2011-08-08,Government Of Tanzania,0,Government,Nkuji,0,Lake Victoria,Nyawishi,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
115,3629,40464,0.0,2013-01-25,Dwsp,0,DWE,Mbilibili,0,Lake Victoria,Kasili,Shinyanga,17,1,Bariadi,Nkoma,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
116,3680,3376,0.0,2012-10-25,Dwsp,0,DWE,Wazazi,0,Lake Victoria,Madukani,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
117,3681,43649,0.0,2011-08-19,Aimgold,0,AIMGOLD,Petro,0,Lake Tanganyika,Elimu,Mwanza,19,6,Geita,Lwamgasa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
118,3693,34293,0.0,2013-01-20,Dwsp,0,DWE,Ntareondezu,0,Lake Victoria,Nkonze,Shinyanga,17,1,Bariadi,Mwamapalala,0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
119,3713,62997,0.0,2012-11-06,Ridep,0,DWE,none,0,Lake Victoria,Bulolambeshi,Mwanza,19,2,Magu,Igalukilo,0,True,GeoData Consultants Ltd,,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
120,3728,45304,0.0,2012-10-26,Lwi,0,LWI,Upendo,0,Lake Victoria,Kadoto,Shinyanga,17,1,Bariadi,Kasoli,0,,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
121,3730,70316,0.0,2012-10-27,Dwsp,0,DWE,Muungano,0,Lake Victoria,Kuliyandi,Shinyanga,17,1,Bariadi,Kasoli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
122,3734,70022,0.0,2012-10-25,Tanz Egypt Technical Cooper,0,Tanz Egypt technical coopera,Kwa Maswi Asalu,0,Lake Victoria,Ilugala A,Mwanza,19,2,Magu,Badugu,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
123,3747,52439,0.0,2011-07-29,Plan International,0,Plan Internationa,Budamilija,0,Lake Victoria,Mwalwigi,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
124,3848,24575,0.0,2011-08-11,Hesawa,0,DWE,Tambereja,0,Lake Tanganyika,N/Center,Mwanza,19,6,Geita,Mwingiro,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
125,3966,67442,0.0,2013-02-02,Dwssp,0,DWE,Mishagibazengana,0,Lake Victoria,Mwasilimbi,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,walimi,other handpump,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
126,3994,40244,0.0,2013-01-23,Rwssp,0,DWE,Shule Ya Msingi Sapiwi A,0,Lake Victoria,Majengo,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,Parastatal,,False,0,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
127,4169,2918,0.0,2013-02-14,Netherlands,0,DWE,Jamii,0,Lake Victoria,Kasisi,Shinyanga,17,1,Bariadi,Somanda,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
128,4248,17625,0.0,2011-08-09,Kmcl,0,KMCL,Bombani,0,Lake Tanganyika,Kanegele,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,-2.3260779,31.858254294902203
129,4263,22128,0.0,2011-08-24,,0,,Budagala,0,Lake Victoria,Kayenze,Mwanza,19,6,Geita,Chigunga,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
130,4301,46266,0.0,2012-10-24,Rwssp,0,DWE,Muungano,0,Lake Victoria,Komango,Shinyanga,17,1,Bariadi,Nyakabindi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
131,4354,26946,0.0,2011-07-17,Plan International,0,Plan Internationa,Masanja,0,Lake Victoria,Mwabasabi,Mwanza,19,6,Geita,Ihanamilo,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
